ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-2565,"Hi there, I want to return the product I bought last week Thank you for your help.",Returns & Refunds,Low,Phone,Negative,Resolved,6.07,12.14,5,17,82,want return product bought last week thank help,82,8
TKT-2566,"Good day, My promo code is not being applied to my bill I have been waiting for a while now.",Billing & Payments,High,Chat,Neutral,Pending,7.67,12.21,3,20,92,good day promo code applied bill waiting,92,7
TKT-2567,"Good day, Is there a free trial available for your enterprise plan Please let me know what steps I should take.",Product Information,Medium,Email,Neutral,Pending,1.94,32.91,3,21,111,good day free trial available enterprise plan please let know step take,111,12
TKT-2568,"To whom it may concern, I cannot log in to my account after the update Please help me resolve this as soon as possible.",Technical Support,Low,Email,Neutral,Escalated,26.49,123.52,1,24,119,may concern cannot log account update please help resolve soon possible,119,11
TKT-2569,"Dear team, I cannot log in to my account after the update Please help me resolve this as soon as possible.",Technical Support,Critical,Chat,Negative,Resolved,1.18,3.87,5,21,106,dear team cannot log account update please help resolve soon possible,106,11
TKT-2570,"Dear Support, Can I use the product offline without internet connection This is affecting my work significantly.",Product Information,Medium,Email,Neutral,Resolved,0.53,73.99,5,17,112,dear support use product offline without internet connection affecting work significantly,112,11
TKT-2571,My account shows wrong subscription plan Please let me know what steps I should take.,Account Management,Medium,Chat,Negative,Pending,24.52,40.56,4,15,85,account show wrong subscription plan please let know step take,85,10
TKT-2572,"Hello, I need to change the email address on my account Looking forward to your prompt response.",Account Management,Medium,Chat,Neutral,Resolved,1.78,33.99,4,17,96,hello need change email address account looking forward prompt response,96,10
TKT-2573,"Hi, The export function produces corrupt files",Technical Support,Low,Web Form,Negative,Resolved,27.05,58.85,4,7,46,export function produce corrupt file,46,5
TKT-2574,Is there an API available for custom integrations I need urgent assistance with this.,Product Information,Medium,Web Form,Negative,Resolved,30.94,70.89,5,14,85,api available custom integration need urgent assistance,85,7
TKT-2575,"Hi, I cannot find my billing history on the portal I need urgent assistance with this.",Billing & Payments,Medium,Email,Negative,Pending,28.49,52.34,3,16,86,cannot find billing history portal need urgent assistance,86,8
TKT-2576,"Hi, My account shows wrong subscription plan I need urgent assistance with this.",Account Management,Medium,Phone,Positive,Resolved,0.5,11.97,3,13,80,account show wrong subscription plan need urgent assistance,80,8
TKT-2577,"Hi there, I need to schedule a redelivery for my parcel Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Web Form,Negative,Pending,11.25,21.83,4,20,104,need schedule redelivery parcel please help resolve soon possible,104,9
TKT-2578,"Good day, My order was marked delivered but I did not receive it I have been waiting for a while now.",Shipping & Delivery,High,Web Form,Negative,Pending,4.98,10.5,3,21,101,good day order marked delivered receive waiting,101,7
TKT-2579,"Hi there, My data is not syncing across devices properly Please let me know what steps I should take.",Technical Support,Low,Email,Neutral,Resolved,0.56,10.87,5,19,101,data syncing across device properly please let know step take,101,10
TKT-2580,"Dear team, I need to cancel my order before it is shipped I need urgent assistance with this.",Shipping & Delivery,High,Chat,Negative,Resolved,11.07,13.26,5,18,93,dear team need cancel order shipped need urgent assistance,93,8
TKT-2581,"Dear Support, I need to change the email address on my account Please let me know what steps I should take.",Account Management,High,Phone,Positive,Pending,0.5,1.65,2,21,107,dear support need change email address account please let know step take,107,12
TKT-2582,I was charged twice for my subscription this month I need urgent assistance with this.,Billing & Payments,Medium,Email,Negative,Resolved,29.11,45.64,3,15,86,charged twice subscription month need urgent assistance,86,7
TKT-2583,"To whom it may concern, The software is not compatible with my operating system I have been waiting for a while now.",Technical Support,Medium,Email,Negative,Resolved,1.69,63.26,5,22,116,may concern software compatible operating system waiting,116,7
TKT-2584,"Hi there, I need to change the email address on my account This is affecting my work significantly.",Account Management,Medium,Phone,Neutral,Resolved,5.97,90.68,4,18,99,need change email address account affecting work significantly,99,8
TKT-2585,"Hi there, I cannot log in to my account after the update I have been waiting for a while now.",Technical Support,Medium,Phone,Negative,Escalated,0.5,15.04,1,20,93,cannot log account update waiting,93,5
TKT-2586,"Hi, I received the wrong item in my package Looking forward to your prompt response.",Shipping & Delivery,Medium,Phone,Negative,Pending,54.49,65.94,4,15,84,received wrong item package looking forward prompt response,84,8
TKT-2587,"Hi, My promo code is not being applied to my bill I need urgent assistance with this.",Billing & Payments,High,Email,Neutral,Pending,6.23,15.35,2,17,85,promo code applied bill need urgent assistance,85,7
TKT-2588,"Hello, What features are included in the premium plan Thank you for your help.",Product Information,Medium,Email,Negative,Resolved,6.82,37.16,5,14,78,hello feature included premium plan thank help,78,7
TKT-2589,"Dear team, Does the product support integration with Salesforce I have been waiting for a while now.",Product Information,Critical,Chat,Negative,Pending,1.37,2.37,2,17,100,dear team product support integration salesforce waiting,100,7
TKT-2590,"Good day, Please update my personal information in the system I need urgent assistance with this.",Account Management,Medium,Phone,Positive,Pending,6.11,27.5,4,16,97,good day please update personal information system need urgent assistance,97,10
TKT-2591,"Dear Support, Do you offer any educational or nonprofit discounts I need urgent assistance with this.",Product Information,High,Phone,Neutral,Resolved,3.31,5.44,4,16,101,dear support offer educational nonprofit discount need urgent assistance,101,9
TKT-2592,"Hello, I sent the return package but got no confirmation",Returns & Refunds,High,Phone,Negative,Escalated,11.39,14.31,2,10,56,hello sent return package got confirmation,56,6
TKT-2593,"Dear team, I want to change my username on the platform",Account Management,Low,Email,Negative,Resolved,47.6,186.27,3,11,55,dear team want change username platform,55,6
TKT-2594,"Dear Support, My data is not syncing across devices properly Please let me know what steps I should take.",Technical Support,Medium,Phone,Neutral,Resolved,4.45,107.61,3,19,105,dear support data syncing across device properly please let know step take,105,12
TKT-2595,"Dear Support, I cannot verify my email address with the link sent I have been waiting for a while now.",Account Management,Medium,Email,Negative,Resolved,21.61,73.26,4,20,102,dear support cannot verify email address link sent waiting,102,9
TKT-2596,"Dear team, My account shows wrong subscription plan Please help me resolve this as soon as possible.",Account Management,Medium,Chat,Positive,Resolved,1.08,67.81,5,17,100,dear team account show wrong subscription plan please help resolve soon possible,100,12
TKT-2597,"Hello, My promo code is not being applied to my bill I have been waiting for a while now.",Billing & Payments,Critical,Chat,Negative,Escalated,0.92,12.23,2,19,89,hello promo code applied bill waiting,89,6
TKT-2598,"Dear Support, What is the data retention policy for your service Please let me know what steps I should take.",Product Information,Low,Phone,Negative,Escalated,21.04,101.15,3,20,109,dear support data retention policy service please let know step take,109,11
TKT-2599,"Dear Support, Please remove the two factor authentication from my account I need urgent assistance with this.",Account Management,Low,Chat,Negative,Resolved,22.45,34.45,4,17,109,dear support please remove two factor authentication account need urgent assistance,109,11
TKT-2600,"Hello, Is there an API available for custom integrations I have been waiting for a while now.",Product Information,Medium,Phone,Positive,Resolved,4.75,28.86,5,17,93,hello api available custom integration waiting,93,6
TKT-2601,"Hello, I need to schedule a redelivery for my parcel Please let me know what steps I should take.",Shipping & Delivery,Low,Phone,Neutral,Resolved,55.66,233.55,5,19,97,hello need schedule redelivery parcel please let know step take,97,10
TKT-2602,"Hi team, I received the wrong item in my package Thank you for your help.",Shipping & Delivery,Low,Email,Positive,Resolved,29.74,107.66,3,15,73,team received wrong item package thank help,73,7
TKT-2603,"Good day, I cannot install the application on my laptop Looking forward to your prompt response.",Technical Support,High,Phone,Neutral,Resolved,2.24,9.23,3,16,96,good day cannot install application laptop looking forward prompt response,96,10
TKT-2604,"Hello, Does your product comply with GDPR regulations I have been waiting for a while now.",Product Information,Medium,Chat,Negative,Escalated,6.61,50.27,3,16,90,hello product comply gdpr regulation waiting,90,6
